SMILES,example_target
Cc1ccc(-c2cn(CC3CCN(Cc4c[nH]c(C)n4)CC3)nn2)cc1,1.367693231
Clc1ccc2c(Oc3cccnc3)ncnc2c1,-0.184449341
CC(C)(C)c1csc(NC(=O)C2CC2)n1,-0.197768495
Cc1ccc(C(=O)Nc2ncccc2C)s1,-0.177903833
CC(C)(C)C(=O)N1CCN(C(=O)CCN2CCOC2=O)CC1,1.812496417
COc1ccc(Cc2cccc(C3CCN(C(=O)C4CCCC4)CC3)n2)cc1,-0.18071819
O=C([C@H]1CCCN(Cc2ccc(Cl)cc2)C1)N1CCc2ccccc2C1,-0.103347886
O=C(Cn1c(=O)c2cccn2c2ccccc21)NCCCN1CCCC1,1.892529781
O=C(CCCc1nnc(-c2ccccc2)o1)Nc1cccc2ccccc12,-0.010526546
CN(CC(=O)NC1(C#N)CCCCC1)c1cccc(C#N)c1,1.015286735
Cc1nc(C2(NCc3cccc(C#N)c3)CCCC2)no1,-0.166822691
CN(CCC1CCCCC1)C(=O)c1ccon1,-0.223742536
CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,1.657434904
CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,1.615490771
COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,1.961285944
O=C(O)c1ccc(N2CCCC2)c(F)c1,-0.062994679
Cc1cc(C)cc(Oc2cc(C#N)ccn2)c1,-0.252621639
Cc1cc(NC(=O)C2CCOCC2)sn1,-0.041048018
O=C(CC1CCNCC1)NCCc1ccccc1F,0.943990367
N#Cc1ccc(-c2csc(CCN3CCCC3=O)n2)cc1,-0.00653213
N#Cc1cccc(CN2CCC=C(CNC(=O)c3cccs3)C2)c1,0.351542707
CON(C)C(=O)c1cc(C)ccc1NS(C)(=O)=O,0.182053466
C#CCN1CCC(c2nc(Cc3noc(C)n3)no2)CC1,-0.135635396
Cc1ccc(Cn2nccc2NC(=O)c2ccncc2)o1,0.357543322
NC(=O)Cn1cc(-c2ccc(F)cc2)cn1,-0.060596511
CCN(C(=O)CN1CCNC(=O)C1)c1ccc(F)cc1,1.694010845
Cc1ccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(F)c1,0.036543864
CN(C)[C@@H]1CN(C(=O)CCn2cnc3ccccc32)C[C@H]1O,0.220292133
N#Cc1cc(F)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,1.629920896
CNC(=O)Cc1csc(-c2ccc(C)cc2)n1,-0.150116795
COc1ccccc1CNC(=O)C(C)N1CCCN(c2ccccc2C#N)CC1,0.178072072
CON(C)C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1,-0.358821555
CCN(CC)Cc1cccc(/C=C/c2nc3ccc(F)cc3c(=O)n2-c2ccccc2Cl)n1,0.925585766
N#CCCN(c1ncnc2sccc12)C1CC1,-0.146303415
Cc1ccc2nc3c(c(C(=O)NCc4nnc5n4CCC5)c2c1)CCCC3,1.516845009
O=c1n(CCc2ccncc2)nnn1-c1ccccc1,-0.243412898
CCCCOc1ccc(C(=O)NCc2cc(C)on2)cc1,-0.24921245
COc1cccc(C(=O)C[n+]2cc(-c3ccc(F)cc3)n(C)c2N)c1,1.419535877
COc1ccc(Cc2ncnn2-c2ccc3c(c2)OCO3)c(OC)c1,-0.212052821
O=c1[nH]nc(CCCN2CCOCC2)n1-c1cccc(Cl)c1,1.407861993
Nc1cncc(-c2ccc(CN3CCCCC3)cc2)c1,-0.129160384
O=C(CN1CCCC(c2ccc3cn[nH]c3n2)C1)N1CCCC1,1.479515079
COc1cccc2c1OC(C)(C)[C@@H]1C[C@H]3CNCC[C@H]3O[C@@H]21,1.232459541
CC1(C)Oc2ccc(Cl)cc2[C@@H]2O[C@@H]3CCNC[C@@H]3C[C@H]21,1.052795442
CC(C)c1nccn1-c1cccc([C@@H]2CCCN2C(=O)CCc2ccccc2)n1,1.007906841
CCn1nc(C2CCCC2)nc1-c1ccncc1,-0.144800496
O=C([C@H]1CCCN(Cc2ccc(F)cc2)C1)N1CCc2ccccc2C1,-0.101057236
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(CC(F)F)CC3)nc2O1,0.886929427
CC(C)(C)NC(=O)c1cncn1C1CCN(c2ccc(-c3nnc(C(F)(F)F)o3)cn2)CC1,0.927058437
COc1ccc(-n2c(Cn3cnc(C#N)n3)nc3ccccc32)cc1,0.135614977
CCOC(=O)N1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,-0.086383416
Cc1nc(NCc2scnc2C)n(C)n1,0.623948691
CCn1cc(C2CCN(Cc3ccc(C#N)cc3)CC2)cn1,-0.347026615
CCCn1nccc1NC(=O)c1c(C)noc1C,0.201983396
CCc1cc2c(N(C)CCO)ncnc2s1,-0.170002224
c1cnc(N2CCC(Cc3ccncc3)CC2)nc1,-0.240321893
Cc1cc(C)n(CCNC(=O)NC2CCOCC2)n1,1.451052046
CCNC(=O)c1cc(C2CC2)nc2c1c(C)nn2-c1ccccn1,0.577752368
CC(=O)Nc1ccc2nc(N3CCOCC3)sc2c1,-0.092968122
Cc1ccc(CNC/C=C/c2ccccc2)cn1,-0.412584257
CC(C)(C)n1ncc(OCc2ccc(OCCOCCO)nc2)c(Cl)c1=O,0.65761908
CC(=O)Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)cc1,-0.094478581
CCCNC(=O)C1(Cc2ccccn2)CCOCC1,1.036571016
CC1(c2ccn[nH]2)CCN(Cc2ccco2)CC1,-0.043677557
CCCn1cc(C(=O)N2CCC(c3n[nH]cc3C(=O)N3CCOCC3)CC2)cn1,1.185228632
O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1,0.203055454
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,2.168976645
Cc1cc(Nc2ccc3c(c2)oc(=O)n3C)nc(C2CC2)n1,-0.144378717
O=C(Cc1c(F)cccc1Cl)Nc1cccc2cnccc12,-0.050944631
CCc1ccc(NC(=O)C2CCN(c3ccc4nncn4n3)CC2)cc1,1.132459745
CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,0.681315546
O=C(NCc1ccc(-n2cncn2)nc1)c1csc2c1CCCC2,-0.003288903
Cc1sc2ncnc(OCC(=O)NC3CCCCC3)c2c1C,0.200833378
Cc1nc(C(C)C)sc1C(=O)Nc1nc(C(C)(C)C)cs1,-0.513764384
CCOC(=O)c1c(C)[nH]c(CN(Cc2ccccc2)C(=O)c2ccccc2Cl)c1C,0.330171683
Cc1cc(C)n2ncc(C(=O)Nc3cccc(C(=O)O)c3)c2n1,-0.149624912
Cc1ccc2nc(-c3ccc(N(C)C)cc3)[nH]c2c1,-0.500810854
Cc1nc(CC2CCN(S(=O)(=O)c3cn(C)cn3)CC2)cc(NC2CCCC2)n1,1.572649086
CCC(CC)NC(=O)c1ccc2ncsc2c1,-0.278100764
O=C1CNC(=O)N1CCCN1CCc2sccc2C1,0.181995052
CCCc1nc(N2CCc3ccccc3C2)ncc1C(=O)O,-0.139917484
Cc1nc(CCN2C(=O)NC(C)(C)C2=O)cs1,0.664060367
COc1ccc(N2N=C(C)/C(=C(\C)Nc3ccc(S(N)(=O)=O)cc3)C2=O)cc1,1.613323067
c1ccc(OCc2cc(CC3(NCc4cnc5ccccc5c4)COC3)no2)cc1,0.110744594
Cc1nn(C)cc1CNc1nc(-c2cnccn2)nc2sc3c(c12)CCCC3,0.283241731
CCOc1ccc(-c2csc(N)n2)cc1,-0.24258264
CN(C)c1cccc(C(=O)N2CCCC(c3cccc(-c4cccs4)n3)C2)c1,-0.189183687
CNc1ncc(-c2nc(C3(c4ccccc4)CC3)nn2C(C)(C)C)cn1,-0.002023625
N#Cc1ccc(OCCn2cccn2)cc1,-0.233815791
OC[C@@H](c1ccccc1)n1cc(CCc2ccccc2)nn1,-0.051336056
CC(C)CC(=O)Nc1cccnc1N(C)C,-0.22380915
Cc1nccc(-c2cccc(-n3ccnc3C(C)C)c2)n1,0.160342886
CN(Cc1cnn(C)c1)c1ncnc2c1oc1ccccc12,-0.01346576
Cc1cccc(NC(=O)c2cccnc2N2CCCCC2)n1,-0.15654972
Clc1snnc1CN1CCCN(c2nc3ccccc3[nH]2)CC1,1.116505637
COc1ccc(S(=O)(=O)CCC(=O)Nc2ccc3c(c2)N(C)C(=O)CO3)cc1,1.441330176
CC(C)c1nc2c(n1C)CCN(c1ncnc3ccsc13)C2,0.515902114
Cc1ccnc(NC(=O)CN(C)C(=O)c2ccc(Cl)cc2)c1,0.049409304
c1ccc(-n2cc(CNc3ncccn3)cn2)cc1,-0.304022944
Cc1cc(C)c(C#N)c(N2CCN(CC(=O)Nc3ccccc3Cl)CC2)n1,-0.094722884
O=C(NCCCn1ccnc1)N1CCC12CCC2,1.48499963
Cc1nccc(-c2ccc(-c3noc(CN4CCOCC4)n3)cc2)n1,-0.169234483
COCCc1nc(-c2cnc(C3CC3)nc2)n(Cc2ccc(F)cc2)n1,0.17797598
O=C(NCc1nnc2c(O)nccn12)C1CCCC1,0.086891285
CN(C)C(=O)COc1ccc(N)c(F)c1,-0.115530568
COc1ccc(Br)c(-c2nnc(N)o2)c1,-0.150551104
CCCn1ccnc1CNc1nc2c(s1)c(C)nn2C,0.951579796
Cc1nn(C)c2nc(N3CCN(C)C[C@@H]3c3ccccc3)sc12,-0.072219063
Cc1cn[nH]c1C1(C)CCN(Cc2cnn(C)c2)CC1,1.354339972
Cc1nc2ccccn2c1CC(=O)NCCCSc1ccccc1,1.417997872
COc1ccccc1CNC(=O)c1cnc(C2CCN(C(=O)C(C)(C)C)CC2)nc1C,0.978487458
CCOC(=O)N1CCC(Nc2nc3ccccc3s2)CC1,-0.090177348
CCOc1ccc(-c2ccccc2NC(=O)COC)cc1,-0.396946441
Cc1ccc(-n2nc(C(=O)N3CC(O)C3)c3c2CCCC3)cc1,0.753265967
CNC(=O)c1cnc(/C=C/c2csc(-c3cccs3)n2)s1,-0.28333235
Cc1ccc(-c2nc(C(=O)N3CCc4ccccc4C3)cs2)o1,-0.375534166
FC(F)(F)c1nc(Nc2ccc(-n3cnnn3)cc2)c2ccccc2n1,0.053139809
CC(=O)NC1CCN(Cc2cccc(-c3cccnc3)c2)CC1,1.132859343
Cc1cc(C)c(NC(=O)c2ccnc(OC3CCC3)c2)c(C)n1,0.154684412
Cn1c(-c2ccccc2)cnc1NCc1ccccc1,-0.300197914
Cc1ccc(-c2cc(NC(=O)CN3CCOCC3)on2)cc1,-0.250844026
COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4ccc(N)nc4)cc(C)n3)CC1)CO2,-0.000486
CCc1nnnn1Cc1noc2c1CCCC2,-0.101019422
CSCCc1nc(-c2cc(C)nc3cc(F)ccc23)n(CCO)n1,1.338892733
CCOc1ncccc1-c1cc(Cl)ccc1O,-0.225338528
Cc1nc(NC(c2nccn2C)C2CC2)c2sccc2n1,1.142006289
Cc1cc(C(=O)N(C)C2CCC2)n2nccc2n1,-0.143531099
CCCn1ncc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc21,0.825726869
CC1CCC(NC(=O)c2oc3ccccc3c2CS(C)=O)CC1,0.40205758
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)nc2O)c1C)C1CCOCC1,1.780028125
Cn1cc(NC(=O)c2ccccc2C(F)(F)F)cn1,-0.082079165
CN(Cc1n[nH]c2c1CCCC2)c1nccnc1C#N,0.005423268
COc1ccc2c(c1)CN(C(=O)c1cc(C3CC3)[nH]n1)CC2,0.027081622
COc1ccc(C(=O)c2ccccc2)c(Oc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,0.26184523
COc1ccc(OC)c(-c2cc(C(=O)N3CCCN(C(C)=O)CC3)no2)c1,0.673599348
Cc1cc(C)cc(C(=O)Nc2nn(C(C)(C)C)cc2C#N)c1,0.323142387
CC(C)CC(=O)NCC(=O)N1CCCC1,0.079041751
Cc1nnc(N2CC[C@H](O)C2)c(C#N)c1C,0.115686601
Cc1ccc(Cn2nc(C(=O)N[C@@H]3C(C)(C)[C@@H]4CC[C@@]3(C)C4)cc2-c2ccc(Cl)c(C)c2)cc1,-0.196353608
Cc1cccc(-c2ncc(CNCc3ccccc3-n3cccn3)cn2)c1,-0.22676709
COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CC(C)C)C(=O)O)nn1-c1ccnc2cc(Cl)ccc12,1.592504602
Clc1ccc(-c2ccc(CNCC3CCCO3)o2)c(Cl)c1,-0.204548622
O=C(c1cccc(Cl)c1)N1CCN(C(=O)c2ccc3ccccc3c2O)CC1,-0.168890367
CN(C)C(=O)CN1CCN(C(=O)c2ccc3ccccc3c2O)CC1,0.371628476
NC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(Cl)c2)CC1,0.687334663
CN(CC(=O)Nc1cccc(F)c1)C(=O)c1cccc(C#N)c1,0.786160947
CC(=O)N1CCC(Nc2ncnc3cc(-c4ccc(Br)cc4)sc23)CC1,0.771514668
Cc1cc(NC2CCCC2)nc(C2CCNCC2)n1,1.823980535
COC(=O)CC1=NN(c2ccc(OC)cc2)C(=O)/C1=C(/C)NCc1ccc(OC)cc1,0.099820888
Cc1ccc2nc(C)c(C(=O)N3CCC(C(=O)Nc4ccncc4)CC3)cc2c1,1.567166068
Cn1cc(C2CCN(CC(=O)N3CCc4sccc4C3)CC2)cn1,0.441134159
O=C(CCN1C(=O)CCC1=O)Nc1cccc2ncccc12,1.054526705
CCc1ccccc1NC(=O)Cn1nc(C)cc1C,-0.145285064
O=C(Cc1ccc(Cl)cc1)NCc1ccncc1,-0.1123879
CC(C)n1cc(-c2ccc3c(c2)N(C)CC3)c2c(NS(=O)(=O)c3ccn(C)n3)ccnc21,0.393728801
O=C(Cc1cccc2ccccc12)NCc1nnc2n1-c1ccccc1CC2,1.653675764
Cc1nc(-c2ccccc2)ccc1C(=O)N1CCCS1(=O)=O,-0.115722102
Cc1cccnc1NC(=O)CCn1cnc2ccccc21,1.202175212
CNC(=O)c1ccc(CN(C)c2c(F)cc(C#N)cc2F)cc1,-0.225310643
CC(C(=O)Nc1ccccc1)N1CCCN(c2nccs2)CC1,-0.033352653
O=C1CCCN1c1ccc(CN2CCC(c3noc4cc(F)ccc34)CC2)cc1,-0.016159967
Brc1ccc(-c2nnc(Cn3cnc4ccccc43)o2)o1,-0.01066854
Cc1cc(NC(=O)CCc2cnn(C)c2)c2ccccc2n1,0.885132227
CCc1noc(C2CCC(NCC3CCC(F)(F)CC3)CC2)n1,0.473527956
COC(=O)N1CCCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,-0.179893138
CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,1.451909392
COc1ccc(F)c(CN2CCC(Cc3noc(C)n3)CC2)c1,-0.18289097
Cc1ccc(C)c(-n2c(S)nnc2-c2ccc(O)cc2)c1,1.492225181
CCN1CCC(Nc2ncnc3c2cnn3C)CC1,0.603701577
CN(CC1CCCC1)C(=O)Nc1ccccc1N1CCOC1=O,0.70139821
Cc1nccn1CCNC(=O)C(C)(C)C,0.814325177
O=C(NCCc1ccc2c(c1)OCCO2)c1ccc2ccccc2n1,-0.247814021
CC(C)(C)c1csc(CCNC(=O)N2CCSCC2)n1,0.056857032
CS(=O)(=O)CCNc1ccc2ccc(F)cc2n1,-0.186076864
COc1cccc(NC(=O)CNc2cccc(-c3ccnc(C)n3)c2)c1,0.378228288
O=S(=O)(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccc(Cl)cc1,1.029089322
Cn1ncc2cc(-c3ccnc4[nH]ccc34)ccc21,-0.215766263
COc1cc(CNc2nnn[nH]2)cc(Br)c1OCc1ccc(Cl)cc1,0.605102208
O=c1c(-c2ccc(F)cc2)c(-c2ccncc2)[nH]n1-c1ccc(Cl)cc1,0.162957515
CCNC(=O)N1CCC(c2nc(-c3ccccc3)no2)CC1,-0.07529868
O=C(CCc1nnc(-c2ccsc2)o1)N1CCCc2cc(F)c(F)cc21,-0.062662321
Cn1ccnc1CCNC(=O)c1cccc2cccnc12,0.895701982
COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,1.352465131
Cc1nn(C)c(C)c1CCC(=O)N1CCCc2ncccc21,1.355354985
Nc1nc2ccccc2n1CCCc1ccccc1,-0.014960767
Cc1ccc2c(CC(=O)NCc3cccs3)coc2c1,-0.261874717
CC(=O)NC1(C(=O)N2CCCN(C3CC3)CC2)CCC(C)CC1,1.576442789
O=C(c1cccc(CNc2ccc3nccnc3n2)c1)N1CCCCC1,1.573193915
CC(C)CN(c1ncnc2c1cnn2C)C1CC1,-0.136315042
O=C(CCc1ccccc1)N1CCC(c2cccc(Cc3ccc(F)cc3)n2)CC1,-0.138184752
Cc1ccc(-c2ccc(-c3nccn3CCCn3cnnc3)o2)cc1,2.089354369
CCc1cc(NCc2cccc(OCCOC)c2)ncn1,-0.082586085
Cn1ccnc1CN1CCN(Cc2ccc(F)cc2C#N)CC1,0.79950237
Cn1c(=O)n(Cc2cccc(OC(F)F)c2)c2cnccc21,0.126314146
CC(=O)N1CCN(C(=O)[C@H]2CCCCN2C(=O)OC(C)(C)C)CC1,0.97517027
CCOC(=O)CNC(=O)c1ccc(O)cc1O,-0.152155262
N#CC1(C(=O)N2CCN(Cc3ccccn3)CC2)CCCCC1,0.045284987
N#Cc1cccnc1NCCc1cn2c(n1)CCCC2,0.12510836
CN(Cc1ccccc1)C(=O)c1ccc(-n2cccn2)nc1,-0.247169416
O=C(CC1CCN(c2ncc(Cl)cn2)CC1)N1CCOCC1,-0.117155797
Cc1sc2nc(CN3CCC(C)CC3)nc(N3CCN(c4cnccn4)CC3)c2c1C,0.969034354
Cc1cc2cc(C(=O)N(C)CCC(=O)O)oc2cc1C,0.235671021
Cc1ccncc1-c1ccc(-c2ccn[nH]2)cc1,-0.229488133
CN(CC1(O)CCCC1)c1ncccn1,0.105518013
CCNC(=O)C1CN(c2nc(C3CC3)nc3c2CCC3)C1,1.370969319
Cc1cc(-c2nnc3ccc4ccccc4n23)n(C)n1,0.10211628
Cc1nn(C)c2ncc(C(=O)Nc3ccc4c(c3)CCO4)cc12,-0.243064456
CN(C)[C@@H]1CN(C(=O)c2cc3ccc(F)cc3[nH]2)C[C@H]1O,0.643130598
Clc1ccc(NCc2ccoc2)nn1,-0.226034417
CCOCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,-0.114810987
CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,1.709676559
CN(C)C1(CNC(=O)N2CCCC(C)(C)CC2)CCOCC1,1.218027545
CCc1noc(CN2CCCN(C(C)=O)c3ccccc32)n1,0.098776106
Cn1ccc(CN2C(=O)c3ccccc3C2=O)cc1=O,0.278115947
Cc1nc(Cn2ncc3ccccc3c2=O)cs1,-0.166907133
Cc1ncccc1CNc1nnc(C(C)(C)C)s1,0.107334349
Cc1ncc2c(n1)CN(CCCc1nc3ccccc3o1)CC2,-0.111068517
COc1cc(Br)c(Nc2nc(-c3c(C)nc4ncccn34)cs2)c(Br)c1,0.413039743
Cc1ccnc(-n2nccc2NC(=O)N2CCCN(C)CC2)c1,0.46929179
O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCO4,0.384046827
Cc1nc2ccc(NC(=O)c3sc(-c4ccccn4)nc3C)cc2s1,-0.164551611
CCOc1ccc(C(=O)Nc2cnn(C3CCOCC3)c2)cn1,0.147743474
Cc1nc(O)cc(C2CCN(c3cnccn3)CC2)n1,1.62335555
COc1ccc(-c2c(C)n[nH]c2C)cn1,-0.16858531
CC(C)c1nc(O)c2nnn(C[C@@H]3CCCN(Cc4cccs4)C3)c2n1,1.349036119
O=C(/C=C/c1ccc(Cl)cc1)N1CCC2(CC1)CN(Cc1ccc(Cl)c(Cl)c1)C(=O)O2,0.398272583
Cc1cc(N)n(-c2ncnc3sc(C)c(-c4ccc(Cl)cc4)c23)n1,-0.147306971
CC(C)C[C@@H](C(N)=O)n1ccnc1-c1cccc2ccccc12,1.678003236
Cc1nc(Cl)cc(Nc2cnn(C(C)(C)C)c2)n1,-0.165074651
CCc1ccc2nc(C)cc(C(=O)N3CC(c4cccnc4)C3)c2c1,1.050448301
CC(C)(C)CC(=O)N1CCC(OCCCN)CC1,0.905683353
CC(C)NC(=O)Cn1nnnc1C(C)(C)C,0.095241
CCn1nc(Cc2ccc(OC)cc2)nc1Cc1sc(C)nc1C,0.324777979
CCONC(=O)c1cncn1-c1ccc(F)cc1,0.349871015
O=C(Cn1nc2n(c1=O)-c1ccccc1C1=NCCN12)N1CCCc2ccccc21,0.861703588
Cc1ccccc1OCCn1c(N)nc2ccccc21,0.183276025
Cc1cccc(OC2CCN(CC(N)=O)CC2)c1,-0.196744354
Clc1cccc(-c2nnc(Cn3cnc4ccccc43)o2)c1,-0.062260208
COc1cc(F)ccc1-c1ncccc1NC(=O)C(C)C,0.522111816
CCCN(C(=O)c1c(CC)noc1C)C1Cc2ccccc2C1,-0.023551889
O=C(c1ccccc1)N1CCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,-0.16528713
O=C(NCCN1C(=O)CSC1=O)c1cc(Cl)c2c(c1)OCO2,0.428984291
CCc1ccc(-c2nccn2Cc2c(C)nn(CC)c2C)o1,0.516232152
COc1ccc(Nc2ncnc3sccc23)c(OC)c1,-0.242457763
Cc1cccc(C(=O)NCC#Cc2ccccc2)n1,-0.375403905
CN(CCc1ccccn1)c1cnc2ccccc2n1,-0.193864874
Cc1ccc(Cn2nc(C)c(C(N)=O)c2Cl)cc1,-0.17860001
O=c1cc(CN2CCCCc3ccccc32)[nH]c2ccnn12,0.831332067
O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1,0.923784715
O=C(Nc1ccn(Cc2ccc(O)cc2C(F)(F)F)n1)c1c(F)cccc1F,0.349155017
CC(C)CC(=O)N1CCC(Cc2cccc(-c3cncnc3)c2)(C(=O)NC(C)C)CC1,1.856130449
Fc1ccc2[nH]c(CO[C@H]3CN(Cc4ccccc4)C[C@H]3F)nc2c1,-0.053185066
Cc1ccc(CN2CC[C@H](c3nnc(-c4ccccc4F)o3)C2)o1,-0.307312812
O=C(CSC1CCCC1)N1CCC(Cn2cccn2)CC1,0.205486056
CN(C)C(=O)c1sc2nc(C3(C)CCN(c4ncccn4)CC3)ccc2c1N,0.096234041
CSc1ccc(NC(=O)Cn2nc(C3CC3)ccc2=O)cc1,0.1238409
Cc1ccc([C@@H]2N[C@@H](Cc3ccccc3)C(=O)N2C)o1,-0.116823095
Cc1nc2cc(NC(=O)CCc3c(C)nc4c(c(C)nn4C)c3C)ccc2o1,1.128805354
O=C(NCCc1ccc2c(c1)OCO2)N1CCc2sccc2C1,-0.189966491
COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,1.731137009
N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,0.687865037
Cc1ccc(C(=O)Nc2ccccc2-c2ccccc2)o1,-0.332738654
CN(CCN1CCOC1=O)C(=O)c1cc2cc(Br)ccc2o1,0.358545611
CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,0.117090365
CC(=O)N1CCN(c2ncc(-c3cc(C)no3)c([C@H]3CCCO3)n2)CC1,0.387457742
CCSCc1nc(N)c2ccccc2n1,-0.166927023
CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)COc2ccccc2)CC1,1.490875382
O=C(C1CCC1)N1CCC(c2ncc(-c3ccc(F)c(F)c3)[nH]2)CC1,0.544452712
CC(C)C(=O)Nc1ncn(Cc2cccnc2)n1,1.212996707
Cc1csc(NC(=O)CCc2ccncc2)n1,-0.057438597
CSc1cccc(-c2ccccc2-c2nnc(C)o2)c1,-0.18551033
O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCC(n2cccc2)CC1,-0.156295413
Nc1ccc2[nH]c(CCc3ccccc3)nc2c1,0.102569807
Cc1ccc2c(C(=O)N(C)C)cc(-c3cnc(C(C)C)nc3)nc2c1C,0.289342383
COc1ccc2nc(CN3CCC(O)(c4ccc(C)cc4)CC3)ccc2c1,-0.314692176
Fc1ccccc1CN1CCN(c2ncccn2)CC1,-0.144563043
CN(Cc1ccn(-c2ccccc2)n1)C(=O)c1ccc(O)nc1,1.488598503
O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,-0.204917903
CN(Cc1ccc2c(c1)OCO2)Cc1ccccc1C#N,-0.454856064
CC1(C)O[C@@](C)([C@H]2CC3(CCNCC3)CO2)CC[C@@H]1O,-0.353679122
CC1(C)CN(CC(=O)NCC#N)c2cccc(Cl)c21,-0.223714513
Cc1ccc(C(=O)NC2CCN(CC#N)CC2)cc1Br,-0.045748652
Cc1nc(-c2ccc(Cl)c(Cl)c2)n(CC(C)(C)O)n1,-0.197835591
Cc1csc(N(C(=O)c2cc3c(C)nn(C)c3s2)C2CC2)n1,-0.192168725
CC(=O)Nc1cccc(OC(=O)N2CCOCC2)c1,0.418813542
Cc1cccnc1CNc1ccc(C#N)cc1F,-0.280988531
CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,0.026700372
Cn1cc(NC(=O)[C@@H]2CCCCN2C(=O)OC(C)(C)C)cn1,0.612987096
O=C(Nc1ccc(F)cc1F)N1CCn2c1nc1ccccc12,-0.329942806
O=C(Cn1c(-c2ccc(F)cc2)nc2ccccc21)N1CCOCC1,1.108277615
C[C@@H](CO)Nc1nc(C(F)(F)F)nc2[nH]cnc12,0.827538202
CC(=O)N1CCN(C(=O)c2ccc(-c3ccc(F)cc3)cc2F)CC1,0.167829909
COCc1ccccc1CNc1ccc2cc(C#N)ccc2n1,-0.354728807
Cc1csc(CN(C)c2ccnc(N(C)C)n2)n1,-0.238222585
Cn1cc(C#N)cc1-c1nc(C2CC2)nn1CCc1ccccc1,-0.030456182
Nc1nnc(-c2ccc3c(c2)OCCO3)o1,-0.182504795
N#CCCCN1CCN(c2cc(C#N)ccn2)CC1,-0.251844489
CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2,1.344515239
CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,0.291271951
CCn1ccc2cc(C(=O)N3CCN(c4ccc(C)cc4)C(=O)C3)ccc21,0.393428153
Cn1cc(-c2nnc(NCc3ccc4ccccc4c3)o2)cn1,-0.154029405
Cc1nn(C)c(C)c1NC(=O)CN1CCN(c2nccs2)CC1,1.277060596
CCc1c(N)cnn1-c1ccccc1C,-0.169532811
Cn1ccc(C(=O)N2CCCC(c3cccc(-c4cccc(Cl)c4)n3)C2)n1,-0.084921164
CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2CC(=O)NCc1ccccc1F,0.9964933
CNC(=O)CN(C)c1cccc(F)c1C#N,-0.131891955
O=C(Cc1csc(-c2ccccn2)n1)NC1CCCCCC1,-0.024701654
CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,1.110659648
Cc1nc(Cl)cc(Nc2ccc3c(c2)N(C)C(=O)CO3)n1,-0.127475393
COc1cc2nc(N)sc2cc1OC,-0.175465056
